county_name,candidate_name,election_day,absentee_mail,early_in_person,provisional,total,date,year,county_total,party_perc
Lincoln County,Jo Jorgensen (Lib),13,10,13,0,36,"November 3, 2020",2020,4650,0.7741935483870968
Long County,Donald J. Trump (I) (Rep),1126,290,2102,10,3528,"November 3, 2020",2020,5656,62.37623762376238
Long County,Joseph R. Biden (Dem),379,500,1148,6,2033,"November 3, 2020",2020,5656,35.94413012729844
Long County,Jo Jorgensen (Lib),33,14,48,0,95,"November 3, 2020",2020,5656,1.6796322489391797
Lowndes County,Donald J. Trump (I) (Rep),5351,3379,16795,166,25691,"November 3, 2020",2020,46355,55.42228454319922
Lowndes County,Joseph R. Biden (Dem),2892,5929,11017,279,20117,"November 3, 2020",2020,46355,43.3976917268903
Lowndes County,Jo Jorgensen (Lib),168,122,249,8,547,"November 3, 2020",2020,46355,1.1800237299104737
Lumpkin County,Donald J. Trump (I) (Rep),2002,2022,8138,1,12163,"November 3, 2020",2020,15531,78.31433906380786
Lumpkin County,Joseph R. Biden (Dem),332,1245,1549,0,3126,"November 3, 2020",2020,15531,20.127486961560752
Lumpkin County,Jo Jorgensen (Lib),63,48,131,0,242,"November 3, 2020",2020,15531,1.5581739746313823
Macon County,Donald J. Trump (I) (Rep),348,139,1296,0,1783,"November 3, 2020",2020,4662,38.24538824538825
Macon County,Joseph R. Biden (Dem),692,706,1459,0,2857,"November 3, 2020",2020,4662,61.282711282711276
Macon County,Jo Jorgensen (Lib),10,2,10,0,22,"November 3, 2020",2020,4662,0.4719004719004719
Madison County,Donald J. Trump (I) (Rep),3502,1718,6103,3,11326,"November 3, 2020",2020,14937,75.82513222199906
Madison County,Joseph R. Biden (Dem),740,1192,1478,1,3411,"November 3, 2020",2020,14937,22.83591082546696
Madison County,Jo Jorgensen (Lib),83,40,77,0,200,"November 3, 2020",2020,14937,1.338956952533976
Marion County,Donald J. Trump (I) (Rep),759,295,1221,0,2275,"November 3, 2020",2020,3624,62.77593818984547
Marion County,Joseph R. Biden (Dem),220,471,620,0,1311,"November 3, 2020",2020,3624,36.175496688741724
Marion County,Jo Jorgensen (Lib),12,6,20,0,38,"November 3, 2020",2020,3624,1.0485651214128036
McDuffie County,Donald J. Trump (I) (Rep),826,898,4445,0,6169,"November 3, 2020",2020,10455,59.005260640841705
McDuffie County,Joseph R. Biden (Dem),600,1522,2046,0,4168,"November 3, 2020",2020,10455,39.866092778574846
McDuffie County,Jo Jorgensen (Lib),40,23,55,0,118,"November 3, 2020",2020,10455,1.128646580583453
McIntosh County,Donald J. Trump (I) (Rep),810,834,2371,1,4016,"November 3, 2020",2020,6696,59.976105137395464
McIntosh County,Joseph R. Biden (Dem),442,853,1317,0,2612,"November 3, 2020",2020,6696,39.00836320191159
McIntosh County,Jo Jorgensen (Lib),34,15,19,0,68,"November 3, 2020",2020,6696,1.015531660692951
Meriwether County,Donald J. Trump (I) (Rep),2230,980,3312,2,6524,"November 3, 2020",2020,10877,59.97977383469707
Meriwether County,Joseph R. Biden (Dem),1189,1489,1604,5,4287,"November 3, 2020",2020,10877,39.41344120621495
Meriwether County,Jo Jorgensen (Lib),25,17,24,0,66,"November 3, 2020",2020,10877,0.6067849590879838
Miller County,Donald J. Trump (I) (Rep),530,264,1269,3,2066,"November 3, 2020",2020,2835,72.87477954144622
Miller County,Joseph R. Biden (Dem),174,221,354,0,749,"November 3, 2020",2020,2835,26.41975308641975
Miller County,Jo Jorgensen (Lib),7,2,11,0,20,"November 3, 2020",2020,2835,0.7054673721340388
Mitchell County,Donald J. Trump (I) (Rep),1551,681,2701,2,4935,"November 3, 2020",2020,8963,55.05968983599241
Mitchell County,Joseph R. Biden (Dem),818,1499,1673,5,3995,"November 3, 2020",2020,8963,44.57212986723195
Mitchell County,Jo Jorgensen (Lib),17,9,7,0,33,"November 3, 2020",2020,8963,0.3681802967756332
Monroe County,Donald J. Trump (I) (Rep),3102,1062,6890,6,11060,"November 3, 2020",2020,15592,70.93381221139046
Monroe County,Joseph R. Biden (Dem),690,1372,2320,2,4384,"November 3, 2020",2020,15592,28.116983068240124
Monroe County,Jo Jorgensen (Lib),52,27,69,0,148,"November 3, 2020",2020,15592,0.9492047203694202
Montgomery County,Donald J. Trump (I) (Rep),1109,356,1495,0,2960,"November 3, 2020",2020,3966,74.63439233484618
Montgomery County,Joseph R. Biden (Dem),250,310,419,0,979,"November 3, 2020",2020,3966,24.684820978315685
Montgomery County,Jo Jorgensen (Lib),12,3,12,0,27,"November 3, 2020",2020,3966,0.680786686838124
Morgan County,Donald J. Trump (I) (Rep),1865,938,5424,3,8230,"November 3, 2020",2020,11707,70.2998206201418
Morgan County,Joseph R. Biden (Dem),496,1042,1815,2,3355,"November 3, 2020",2020,11707,28.658067822670198
Morgan County,Jo Jorgensen (Lib),50,19,53,0,122,"November 3, 2020",2020,11707,1.042111557188007
Murray County,Donald J. Trump (I) (Rep),3893,1361,7689,0,12943,"November 3, 2020",2020,15389,84.10552992397167
Murray County,Joseph R. Biden (Dem),530,679,1093,0,2302,"November 3, 2020",2020,15389,14.958736760023395
Murray County,Jo Jorgensen (Lib),50,22,72,0,144,"November 3, 2020",2020,15389,0.9357333160049386
Muscogee County,Donald J. Trump (I) (Rep),6527,6399,17106,17,30049,"November 3, 2020",2020,80543,37.3080218020188
Muscogee County,Joseph R. Biden (Dem),6579,17690,25227,33,49529,"November 3, 2020",2020,80543,61.49386042238307
Muscogee County,Jo Jorgensen (Lib),305,261,397,2,965,"November 3, 2020",2020,80543,1.1981177755981276
Newton County,Donald J. Trump (I) (Rep),10888,4860,8103,18,23869,"November 3, 2020",2020,54239,44.00707977654456
Newton County,Joseph R. Biden (Dem),6745,10471,12556,22,29794,"November 3, 2020",2020,54239,54.93095374177253
Newton County,Jo Jorgensen (Lib),289,158,129,0,576,"November 3, 2020",2020,54239,1.0619664816829217
Oconee County,Donald J. Trump (I) (Rep),2680,2696,11216,3,16595,"November 3, 2020",2020,25168,65.93690400508582
Oconee County,Joseph R. Biden (Dem),723,2993,4444,2,8162,"November 3, 2020",2020,25168,32.43006993006993
Oconee County,Jo Jorgensen (Lib),113,76,222,0,411,"November 3, 2020",2020,25168,1.6330260648442465
Oglethorpe County,Donald J. Trump (I) (Rep),1061,946,3584,2,5593,"November 3, 2020",2020,8131,68.78612716763006
Oglethorpe County,Joseph R. Biden (Dem),417,868,1150,1,2436,"November 3, 2020",2020,8131,29.959414586151766
Oglethorpe County,Jo Jorgensen (Lib),26,28,47,1,102,"November 3, 2020",2020,8131,1.2544582462181775
Paulding County,Donald J. Trump (I) (Rep),9710,9582,35174,59,54525,"November 3, 2020",2020,85385,63.8578204602682
Paulding County,Joseph R. Biden (Dem),3763,10525,15376,40,29704,"November 3, 2020",2020,85385,34.788311764361424
Paulding County,Jo Jorgensen (Lib),327,278,550,1,1156,"November 3, 2020",2020,85385,1.3538677753703812
Peach County,Donald J. Trump (I) (Rep),954,810,4728,10,6502,"November 3, 2020",2020,12545,51.82941410920685
Peach County,Joseph R. Biden (Dem),809,1741,3364,6,5920,"November 3, 2020",2020,12545,47.19011558389797
Peach County,Jo Jorgensen (Lib),44,12,66,1,123,"November 3, 2020",2020,12545,0.9804703068951772
Pickens County,Donald J. Trump (I) (Rep),5994,1786,6287,8,14075,"November 3, 2020",2020,17116,82.23299836410376
Pickens County,Joseph R. Biden (Dem),645,1119,1044,0,2808,"November 3, 2020",2020,17116,16.405702266884788
Pickens County,Jo Jorgensen (Lib),135,34,64,0,233,"November 3, 2020",2020,17116,1.3612993690114512
Pierce County,Donald J. Trump (I) (Rep),1208,923,5768,0,7899,"November 3, 2020",2020,9048,87.30106100795756
Pierce County,Joseph R. Biden (Dem),122,368,610,0,1100,"November 3, 2020",2020,9048,12.157382847038019
Pierce County,Jo Jorgensen (Lib),14,6,29,0,49,"November 3, 2020",2020,9048,0.5415561450044208
Pike County,Donald J. Trump (I) (Rep),2341,919,5864,3,9127,"November 3, 2020",2020,10720,85.13992537313433
Pike County,Joseph R. Biden (Dem),285,523,695,2,1505,"November 3, 2020",2020,10720,14.039179104477611
Pike County,Jo Jorgensen (Lib),27,20,41,0,88,"November 3, 2020",2020,10720,0.8208955223880596
Polk County,Donald J. Trump (I) (Rep),2849,1707,9021,12,13589,"November 3, 2020",2020,17399,78.1021897810219
Polk County,Joseph R. Biden (Dem),607,1088,1957,6,3658,"November 3, 2020",2020,17399,21.024196792919135
Polk County,Jo Jorgensen (Lib),58,24,67,3,152,"November 3, 2020",2020,17399,0.8736134260589689
Pulaski County,Donald J. Trump (I) (Rep),336,313,2155,1,2805,"November 3, 2020",2020,4059,69.10569105691057
Pulaski County,Joseph R. Biden (Dem),165,337,715,0,1217,"November 3, 2020",2020,4059,29.982754372998276
Pulaski County,Jo Jorgensen (Lib),10,9,18,0,37,"November 3, 2020",2020,4059,0.9115545700911556
Putnam County,Donald J. Trump (I) (Rep),1547,1760,4983,1,8291,"November 3, 2020",2020,11855,69.9367355546183
Putnam County,Joseph R. Biden (Dem),470,1478,1500,0,3448,"November 3, 2020",2020,11855,29.084774356811472
Putnam County,Jo Jorgensen (Lib),35,34,47,0,116,"November 3, 2020",2020,11855,0.9784900885702235
Quitman County,Donald J. Trump (I) (Rep),163,88,353,0,604,"November 3, 2020",2020,1106,54.61121157323689
Quitman County,Joseph R. Biden (Dem),163,137,196,1,497,"November 3, 2020",2020,1106,44.936708860759495
Quitman County,Jo Jorgensen (Lib),3,1,1,0,5,"November 3, 2020",2020,1106,0.45207956600361665
Rabun County,Donald J. Trump (I) (Rep),1207,1663,4604,0,7474,"November 3, 2020",2020,9568,78.11454849498328
Rabun County,Joseph R. Biden (Dem),199,888,897,0,1984,"November 3, 2020",2020,9568,20.735785953177256
Rabun County,Jo Jorgensen (Lib),28,33,49,0,110,"November 3, 2020",2020,9568,1.1496655518394647
Randolph County,Donald J. Trump (I) (Rep),321,214,856,0,1391,"November 3, 2020",2020,3074,45.25048796356539
Randolph County,Joseph R. Biden (Dem),402,464,802,3,1671,"November 3, 2020",2020,3074,54.359141184124915
Randolph County,Jo Jorgensen (Lib),6,2,4,0,12,"November 3, 2020",2020,3074,0.3903708523096942
Richmond County,Donald J. Trump (I) (Rep),8584,6233,11931,33,26781,"November 3, 2020",2020,87016,30.777098464650177
Richmond County,Joseph R. Biden (Dem),11843,21348,25780,153,59124,"November 3, 2020",2020,87016,67.94612485060219
Richmond County,Jo Jorgensen (Lib),428,322,359,2,1111,"November 3, 2020",2020,87016,1.2767766847476327
Rockdale County,Donald J. Trump (I) (Rep),2526,3005,7466,15,13012,"November 3, 2020",2020,44686,29.11873965000224
Rockdale County,Joseph R. Biden (Dem),3543,9429,18248,24,31244,"November 3, 2020",2020,44686,69.91899028778589
Rockdale County,Jo Jorgensen (Lib),126,115,189,0,430,"November 3, 2020",2020,44686,0.9622700622118785
Schley County,Donald J. Trump (I) (Rep),304,154,1341,1,1800,"November 3, 2020",2020,2275,79.12087912087912
Schley County,Joseph R. Biden (Dem),65,157,240,0,462,"November 3, 2020",2020,2275,20.307692307692307
Schley County,Jo Jorgensen (Lib),4,3,6,0,13,"November 3, 2020",2020,2275,0.5714285714285714
Screven County,Donald J. Trump (I) (Rep),1260,505,2140,11,3916,"November 3, 2020",2020,6628,59.082679541339765
Screven County,Joseph R. Biden (Dem),601,789,1264,7,2661,"November 3, 2020",2020,6628,40.14785757392879
Screven County,Jo Jorgensen (Lib),24,5,22,0,51,"November 3, 2020",2020,6628,0.7694628847314424
Seminole County,Donald J. Trump (I) (Rep),944,277,1390,0,2611,"November 3, 2020",2020,3884,67.22451081359424
Seminole County,Joseph R. Biden (Dem),294,269,691,0,1254,"November 3, 2020",2020,3884,32.286302780638515
Seminole County,Jo Jorgensen (Lib),15,1,3,0,19,"November 3, 2020",2020,3884,0.48918640576725025
Spalding County,Donald J. Trump (I) (Rep),5234,3490,8801,532,18057,"November 3, 2020",2020,30116,59.95816177447204
Spalding County,Joseph R. Biden (Dem),2554,4264,4600,366,11784,"November 3, 2020",2020,30116,39.12870235090982
Spalding County,Jo Jorgensen (Lib),132,53,78,12,275,"November 3, 2020",2020,30116,0.9131358746181432
Stephens County,Donald J. Trump (I) (Rep),1234,1365,6765,4,9368,"November 3, 2020",2020,11885,78.82204459402608
Stephens County,Joseph R. Biden (Dem),291,806,1288,0,2385,"November 3, 2020",2020,11885,20.06731173748422
Stephens County,Jo Jorgensen (Lib),33,24,75,0,132,"November 3, 2020",2020,11885,1.1106436684896928
Stewart County,Donald J. Trump (I) (Rep),229,105,462,5,801,"November 3, 2020",2020,1990,40.25125628140703
Stewart County,Joseph R. Biden (Dem),292,378,505,7,1182,"November 3, 2020",2020,1990,59.39698492462312
Stewart County,Jo Jorgensen (Lib),2,2,3,0,7,"November 3, 2020",2020,1990,0.35175879396984927
Sumter County,Donald J. Trump (I) (Rep),1524,837,3358,13,5732,"November 3, 2020",2020,12150,47.17695473251029
Sumter County,Joseph R. Biden (Dem),1139,2023,3150,6,6318,"November 3, 2020",2020,12150,52.0
Sumter County,Jo Jorgensen (Lib),26,18,56,0,100,"November 3, 2020",2020,12150,0.823045267489712
Talbot County,Donald J. Trump (I) (Rep),464,241,686,1,1392,"November 3, 2020",2020,3522,39.522998296422486
Talbot County,Joseph R. Biden (Dem),541,955,618,0,2114,"November 3, 2020",2020,3522,60.02271436683703
Talbot County,Jo Jorgensen (Lib),9,2,5,0,16,"November 3, 2020",2020,3522,0.4542873367404884
Taliaferro County,Donald J. Trump (I) (Rep),96,64,200,0,360,"November 3, 2020",2020,928,38.793103448275865
Taliaferro County,Joseph R. Biden (Dem),100,237,223,1,561,"November 3, 2020",2020,928,60.452586206896555
Taliaferro County,Jo Jorgensen (Lib),4,1,2,0,7,"November 3, 2020",2020,928,0.7543103448275862
Tattnall County,Donald J. Trump (I) (Rep),1536,818,3699,0,6053,"November 3, 2020",2020,8183,73.97042649395087
Tattnall County,Joseph R. Biden (Dem),412,546,1103,0,2061,"November 3, 2020",2020,8183,25.186361969937675
Tattnall County,Jo Jorgensen (Lib),34,10,25,0,69,"November 3, 2020",2020,8183,0.8432115361114505
Taylor County,Donald J. Trump (I) (Rep),349,292,1764,13,2418,"November 3, 2020",2020,3839,62.98515238343319
Taylor County,Joseph R. Biden (Dem),272,489,624,2,1387,"November 3, 2020",2020,3839,36.1292003125814
Taylor County,Jo Jorgensen (Lib),13,3,18,0,34,"November 3, 2020",2020,3839,0.8856473039854129
Telfair County,Donald J. Trump (I) (Rep),958,358,1506,3,2825,"November 3, 2020",2020,4333,65.19732287099006
Telfair County,Joseph R. Biden (Dem),317,618,545,7,1487,"November 3, 2020",2020,4333,34.318024463420265
Telfair County,Jo Jorgensen (Lib),10,2,9,0,21,"November 3, 2020",2020,4333,0.48465266558966075
Terrell County,Donald J. Trump (I) (Rep),665,270,1069,0,2004,"November 3, 2020",2020,4416,45.380434782608695
Terrell County,Joseph R. Biden (Dem),567,839,969,1,2376,"November 3, 2020",2020,4416,53.80434782608695
Terrell County,Jo Jorgensen (Lib),15,12,9,0,36,"November 3, 2020",2020,4416,0.8152173913043478
Thomas County,Donald J. Trump (I) (Rep),2718,1670,8565,1,12954,"November 3, 2020",2020,21853,59.277902347503776
Thomas County,Joseph R. Biden (Dem),1473,2412,4819,4,8708,"November 3, 2020",2020,21853,39.848075779069234
Thomas County,Jo Jorgensen (Lib),65,35,91,0,191,"November 3, 2020",2020,21853,0.8740218734269894
Tift County,Donald J. Trump (I) (Rep),2721,1221,6833,9,10784,"November 3, 2020",2020,16283,66.2285819566419
Tift County,Joseph R. Biden (Dem),1110,1464,2732,16,5322,"November 3, 2020",2020,16283,32.68439476754898
Tift County,Jo Jorgensen (Lib),54,33,88,2,177,"November 3, 2020",2020,16283,1.087023275809126
Toombs County,Donald J. Trump (I) (Rep),1797,1217,4852,6,7872,"November 3, 2020",2020,10914,72.12754260582737
Toombs County,Joseph R. Biden (Dem),569,1078,1288,4,2939,"November 3, 2020",2020,10914,26.9287154113982
Toombs County,Jo Jorgensen (Lib),49,16,38,0,103,"November 3, 2020",2020,10914,0.9437419827744181
Towns County,Donald J. Trump (I) (Rep),984,1227,4165,8,6384,"November 3, 2020",2020,7979,80.0100263190876
Towns County,Joseph R. Biden (Dem),118,711,720,1,1550,"November 3, 2020",2020,7979,19.425993232234614
Towns County,Jo Jorgensen (Lib),17,10,18,0,45,"November 3, 2020",2020,7979,0.5639804486777792
Treutlen County,Donald J. Trump (I) (Rep),418,274,1409,0,2101,"November 3, 2020",2020,3077,68.28079298017549
Treutlen County,Joseph R. Biden (Dem),123,303,526,0,952,"November 3, 2020",2020,3077,30.939226519337016
Treutlen County,Jo Jorgensen (Lib),10,4,10,0,24,"November 3, 2020",2020,3077,0.7799805004874878
Troup County,Donald J. Trump (I) (Rep),4673,2905,10519,46,18143,"November 3, 2020",2020,30049,60.378049186328994
Troup County,Joseph R. Biden (Dem),2809,3459,5276,34,11578,"November 3, 2020",2020,30049,38.530400346101366
Troup County,Jo Jorgensen (Lib),139,60,129,0,328,"November 3, 2020",2020,30049,1.0915504675696364
Turner County,Donald J. Trump (I) (Rep),377,233,1738,1,2349,"November 3, 2020",2020,3792,61.94620253164557
Turner County,Joseph R. Biden (Dem),332,289,788,1,1410,"November 3, 2020",2020,3792,37.18354430379747
Turner County,Jo Jorgensen (Lib),6,5,22,0,33,"November 3, 2020",2020,3792,0.870253164556962
Twiggs County,Donald J. Trump (I) (Rep),841,310,1219,0,2370,"November 3, 2020",2020,4444,53.33033303330333
Twiggs County,Joseph R. Biden (Dem),426,736,878,4,2044,"November 3, 2020",2020,4444,45.994599459945995
Twiggs County,Jo Jorgensen (Lib),15,7,8,0,30,"November 3, 2020",2020,4444,0.6750675067506751
Union County,Donald J. Trump (I) (Rep),3400,2232,7008,11,12651,"November 3, 2020",2020,15560,81.30462724935732
Union County,Joseph R. Biden (Dem),300,1303,1198,0,2801,"November 3, 2020",2020,15560,18.0012853470437
Union County,Jo Jorgensen (Lib),49,23,36,0,108,"November 3, 2020",2020,15560,0.6940874035989717
Upson County,Donald J. Trump (I) (Rep),1364,1175,6063,6,8608,"November 3, 2020",2020,12905,66.70282836110036
Upson County,Joseph R. Biden (Dem),646,1572,1983,0,4201,"November 3, 2020",2020,12905,32.55327392483534
Upson County,Jo Jorgensen (Lib),28,20,48,0,96,"November 3, 2020",2020,12905,0.7438977140643162
Walker County,Donald J. Trump (I) (Rep),5560,3517,14089,8,23174,"November 3, 2020",2020,29354,78.94665122300198
Walker County,Joseph R. Biden (Dem),994,2206,2567,2,5769,"November 3, 2020",2020,29354,19.653198882605437
Walker County,Jo Jorgensen (Lib),162,76,173,0,411,"November 3, 2020",2020,29354,1.4001498943925872
Walton County,Donald J. Trump (I) (Rep),9202,6031,22594,15,37842,"November 3, 2020",2020,51095,74.06204129562579
Walton County,Joseph R. Biden (Dem),2145,4254,6272,11,12682,"November 3, 2020",2020,51095,24.820432527644584
Walton County,Jo Jorgensen (Lib),225,111,235,0,571,"November 3, 2020",2020,51095,1.1175261767296214
Ware County,Donald J. Trump (I) (Rep),2577,1368,5900,20,9865,"November 3, 2020",2020,14192,69.51099210822998
Ware County,Joseph R. Biden (Dem),563,1556,2066,26,4211,"November 3, 2020",2020,14192,29.67164599774521
Ware County,Jo Jorgensen (Lib),46,17,52,1,116,"November 3, 2020",2020,14192,0.8173618940248027
Warren County,Donald J. Trump (I) (Rep),190,205,771,0,1166,"November 3, 2020",2020,2651,43.983402489626556
Warren County,Joseph R. Biden (Dem),297,540,632,0,1469,"November 3, 2020",2020,2651,55.41305167861184
Warren County,Jo Jorgensen (Lib),6,1,9,0,16,"November 3, 2020",2020,2651,0.6035458317615994
Washington County,Donald J. Trump (I) (Rep),1481,719,2458,5,4663,"November 3, 2020",2020,9459,49.296965852627125
Washington County,Joseph R. Biden (Dem),1071,1811,1843,5,4730,"November 3, 2020",2020,9459,50.005285971032876
Washington County,Jo Jorgensen (Lib),25,14,27,0,66,"November 3, 2020",2020,9459,0.6977481763399936
Wayne County,Donald J. Trump (I) (Rep),2495,1354,6131,7,9987,"November 3, 2020",2020,12778,78.15777116919705
Wayne County,Joseph R. Biden (Dem),460,736,1489,2,2687,"November 3, 2020",2020,12778,21.028329942087964
Wayne County,Jo Jorgensen (Lib),35,16,53,0,104,"November 3, 2020",2020,12778,0.813898888714979
Webster County,Donald J. Trump (I) (Rep),139,121,488,0,748,"November 3, 2020",2020,1390,53.81294964028777
Webster County,Joseph R. Biden (Dem),142,227,270,0,639,"November 3, 2020",2020,1390,45.97122302158274
Webster County,Jo Jorgensen (Lib),0,2,1,0,3,"November 3, 2020",2020,1390,0.2158273381294964
Wheeler County,Donald J. Trump (I) (Rep),438,202,943,0,1583,"November 3, 2020",2020,2285,69.27789934354486
Wheeler County,Joseph R. Biden (Dem),197,195,297,0,689,"November 3, 2020",2020,2285,30.153172866520787
Wheeler County,Jo Jorgensen (Lib),5,1,7,0,13,"November 3, 2020",2020,2285,0.5689277899343544
White County,Donald J. Trump (I) (Rep),3448,2088,6680,6,12222,"November 3, 2020",2020,14816,82.49190064794817
White County,Joseph R. Biden (Dem),372,973,1066,0,2411,"November 3, 2020",2020,14816,16.272948164146868
White County,Jo Jorgensen (Lib),80,27,76,0,183,"November 3, 2020",2020,14816,1.2351511879049677
Whitfield County,Donald J. Trump (I) (Rep),8963,3544,13084,45,25636,"November 3, 2020",2020,36746,69.76541664398846
Whitfield County,Joseph R. Biden (Dem),2814,2840,4997,19,10670,"November 3, 2020",2020,36746,29.037174114189302
Whitfield County,Jo Jorgensen (Lib),194,84,162,0,440,"November 3, 2020",2020,36746,1.197409241822239
Wilcox County,Donald J. Trump (I) (Rep),743,343,1317,0,2403,"November 3, 2020",2020,3281,73.23986589454434
Wilcox County,Joseph R. Biden (Dem),285,212,365,0,862,"November 3, 2020",2020,3281,26.27247790307833
Wilcox County,Jo Jorgensen (Lib),8,2,6,0,16,"November 3, 2020",2020,3281,0.48765620237732393
Wilkes County,Donald J. Trump (I) (Rep),704,467,1649,3,2823,"November 3, 2020",2020,5029,56.13442036190097
Wilkes County,Joseph R. Biden (Dem),504,755,897,4,2160,"November 3, 2020",2020,5029,42.95088486776695
Wilkes County,Jo Jorgensen (Lib),16,10,20,0,46,"November 3, 2020",2020,5029,0.9146947703320739
Wilkinson County,Donald J. Trump (I) (Rep),1293,259,1109,3,2664,"November 3, 2020",2020,4770,55.84905660377358
Wilkinson County,Joseph R. Biden (Dem),528,602,942,3,2075,"November 3, 2020",2020,4770,43.50104821802935
Wilkinson County,Jo Jorgensen (Lib),17,4,10,0,31,"November 3, 2020",2020,4770,0.649895178197065
Worth County,Donald J. Trump (I) (Rep),2779,766,3285,0,6830,"November 3, 2020",2020,9285,73.55950457727516
Worth County,Joseph R. Biden (Dem),581,820,994,0,2395,"November 3, 2020",2020,9285,25.794291868605278
Worth County,Jo Jorgensen (Lib),22,10,28,0,60,"November 3, 2020",2020,9285,0.6462035541195477
Appling County,Donald J. Trump (Rep),4564,1928,269,0,6761,"November 5, 2024",2024,8334,81.12550995920327
Appling County,Kamala D. Harris (Dem),1024,381,155,0,1560,"November 5, 2024",2024,8334,18.718502519798417
Appling County,Chase Oliver (Lib),4,3,1,0,8,"November 5, 2024",2024,8334,0.09599232061435085
Appling County,Jill Stein (Grn),4,0,1,0,5,"November 5, 2024",2024,8334,0.059995200383969285
Atkinson County,Donald J. Trump (Rep),1504,795,51,0,2350,"November 5, 2024",2024,3057,76.87275106313379
Atkinson County,Kamala D. Harris (Dem),371,289,39,1,700,"November 5, 2024",2024,3057,22.89826627412496
Atkinson County,Chase Oliver (Lib),3,3,0,0,6,"November 5, 2024",2024,3057,0.19627085377821393
Atkinson County,Jill Stein (Grn),0,0,1,0,1,"November 5, 2024",2024,3057,0.03271180896303566
Bacon County,Donald J. Trump (Rep),3509,569,107,1,4186,"November 5, 2024",2024,4839,86.50547633808638
Bacon County,Kamala D. Harris (Dem),413,194,38,0,645,"November 5, 2024",2024,4839,13.32920024798512
Bacon County,Chase Oliver (Lib),5,1,0,0,6,"November 5, 2024",2024,4839,0.12399256044637322
Bacon County,Jill Stein (Grn),0,1,1,0,2,"November 5, 2024",2024,4839,0.04133085348212441
Baker County,Donald J. Trump (Rep),521,306,56,0,883,"November 5, 2024",2024,1476,59.82384823848238
Baker County,Kamala D. Harris (Dem),330,173,79,8,590,"November 5, 2024",2024,1476,39.97289972899729
Baker County,Chase Oliver (Lib),0,1,0,0,1,"November 5, 2024",2024,1476,0.06775067750677506
Baker County,Jill Stein (Grn),1,1,0,0,2,"November 5, 2024",2024,1476,0.13550135501355012
Baldwin County,Donald J. Trump (Rep),7107,2097,369,1,9574,"November 5, 2024",2024,18825,50.85790172642762
Baldwin County,Kamala D. Harris (Dem),6019,2406,731,3,9159,"November 5, 2024",2024,18825,48.65338645418327
Baldwin County,Chase Oliver (Lib),38,19,2,0,59,"November 5, 2024",2024,18825,0.31341301460823373
Baldwin County,Jill Stein (Grn),21,8,4,0,33,"November 5, 2024",2024,18825,0.1752988047808765
Banks County,Donald J. Trump (Rep),7259,1862,234,3,9358,"November 5, 2024",2024,10519,88.96282916627057
Banks County,Kamala D. Harris (Dem),778,252,106,0,1136,"November 5, 2024",2024,10519,10.79950565643122
Banks County,Chase Oliver (Lib),7,7,1,0,15,"November 5, 2024",2024,10519,0.14259910637893336
Banks County,Jill Stein (Grn),4,6,0,0,10,"November 5, 2024",2024,10519,0.09506607091928891
Barrow County,Donald J. Trump (Rep),21168,8623,932,7,30730,"November 5, 2024",2024,43934,69.94582783265808
Barrow County,Kamala D. Harris (Dem),8185,3808,954,2,12949,"November 5, 2024",2024,43934,29.47375608867847
Barrow County,Chase Oliver (Lib),91,89,3,0,183,"November 5, 2024",2024,43934,0.41653389174671096
Barrow County,Jill Stein (Grn),29,38,5,0,72,"November 5, 2024",2024,43934,0.16388218691673875
Bartow County,Donald J. Trump (Rep),30209,11725,1312,25,43271,"November 5, 2024",2024,57547,75.19245138756148
Bartow County,Kamala D. Harris (Dem),9218,3599,1116,9,13942,"November 5, 2024",2024,57547,24.227153457174136
Bartow County,Chase Oliver (Lib),112,118,11,1,242,"November 5, 2024",2024,57547,0.4205258310598293
Bartow County,Jill Stein (Grn),49,36,7,0,92,"November 5, 2024",2024,57547,0.15986932420456323
Ben Hill County,Donald J. Trump (Rep),3562,608,111,0,4281,"November 5, 2024",2024,6501,65.85140747577296
Ben Hill County,Kamala D. Harris (Dem),1580,447,172,0,2199,"November 5, 2024",2024,6501,33.82556529764651
Ben Hill County,Chase Oliver (Lib),11,2,1,0,14,"November 5, 2024",2024,6501,0.2153514843870174
Ben Hill County,Jill Stein (Grn),6,1,0,0,7,"November 5, 2024",2024,6501,0.1076757421935087
Berrien County,Donald J. Trump (Rep),4564,2081,194,2,6841,"November 5, 2024",2024,8068,84.79176995537928
Berrien County,Kamala D. Harris (Dem),684,427,98,0,1209,"November 5, 2024",2024,8068,14.985126425384236
Berrien County,Chase Oliver (Lib),12,3,0,0,15,"November 5, 2024",2024,8068,0.18591968269707487
Berrien County,Jill Stein (Grn),3,0,0,0,3,"November 5, 2024",2024,8068,0.03718393653941497
Bibb County,Donald J. Trump (Rep),17905,7800,931,22,26658,"November 5, 2024",2024,69181,38.533701449820036
Bibb County,Kamala D. Harris (Dem),26994,12151,2941,86,42172,"November 5, 2024",2024,69181,60.95893381130657
Bibb County,Chase Oliver (Lib),101,109,5,0,215,"November 5, 2024",2024,69181,0.3107789711047831
Bibb County,Jill Stein (Grn),61,64,10,1,136,"November 5, 2024",2024,69181,0.19658576776860698
Bleckley County,Donald J. Trump (Rep),3545,995,145,0,4685,"November 5, 2024",2024,6044,77.51489080079418
