county_name,candidate_name,election_day,absentee_mail,early_in_person,provisional,total,date,year,county_total,party_perc
Jenkins County,GARY JOHNSON (LIB),12,2,20,0,34,"November 8, 2016",2016,3052,1.1140235910878113
Johnson County,DONALD J. TRUMP (REP),969,141,1409,0,2519,"November 8, 2016",2016,3682,68.41390548614883
Johnson County,HILLARY CLINTON (DEM),472,150,514,0,1136,"November 8, 2016",2016,3682,30.85279739272135
Johnson County,GARY JOHNSON (LIB),19,2,6,0,27,"November 8, 2016",2016,3682,0.7332971211298208
Jones County,DONALD J. TRUMP (REP),3063,391,4850,1,8305,"November 8, 2016",2016,12526,66.30209164936932
Jones County,HILLARY CLINTON (DEM),1416,325,2220,0,3961,"November 8, 2016",2016,12526,31.62222577039757
Jones County,GARY JOHNSON (LIB),116,16,128,0,260,"November 8, 2016",2016,12526,2.0756825802331154
Lamar County,DONALD J. TRUMP (REP),2013,214,2956,7,5190,"November 8, 2016",2016,7586,68.4155022409702
Lamar County,HILLARY CLINTON (DEM),852,146,1269,3,2270,"November 8, 2016",2016,7586,29.92354336936462
Lamar County,GARY JOHNSON (LIB),66,5,54,1,126,"November 8, 2016",2016,7586,1.6609543896651726
Lanier County,DONALD J. TRUMP (REP),785,45,1154,0,1984,"November 8, 2016",2016,2863,69.29793922458958
Lanier County,HILLARY CLINTON (DEM),332,24,449,1,806,"November 8, 2016",2016,2863,28.152287809989524
Lanier County,GARY JOHNSON (LIB),40,3,29,1,73,"November 8, 2016",2016,2863,2.549772965420887
Laurens County,DONALD J. TRUMP (REP),6409,641,5359,2,12411,"November 8, 2016",2016,19476,63.724584103512015
Laurens County,HILLARY CLINTON (DEM),3273,469,3009,1,6752,"November 8, 2016",2016,19476,34.66830971452043
Laurens County,GARY JOHNSON (LIB),171,26,116,0,313,"November 8, 2016",2016,19476,1.6071061819675498
Lee County,DONALD J. TRUMP (REP),4925,311,5408,2,10646,"November 8, 2016",2016,14115,75.42330853701735
Lee County,HILLARY CLINTON (DEM),1491,158,1518,3,3170,"November 8, 2016",2016,14115,22.458377612469004
Lee County,GARY JOHNSON (LIB),161,20,118,0,299,"November 8, 2016",2016,14115,2.1183138505136383
Liberty County,DONALD J. TRUMP (REP),2760,259,3106,9,6134,"November 8, 2016",2016,16117,38.05919215734938
Liberty County,HILLARY CLINTON (DEM),3358,340,5833,25,9556,"November 8, 2016",2016,16117,59.291431407830245
Liberty County,GARY JOHNSON (LIB),244,11,171,1,427,"November 8, 2016",2016,16117,2.649376434820376
Lincoln County,DONALD J. TRUMP (REP),1083,142,1534,0,2759,"November 8, 2016",2016,4102,67.25987323256948
Lincoln County,HILLARY CLINTON (DEM),479,237,556,1,1273,"November 8, 2016",2016,4102,31.033642125792298
Lincoln County,GARY JOHNSON (LIB),33,4,33,0,70,"November 8, 2016",2016,4102,1.7064846416382253
Long County,DONALD J. TRUMP (REP),1337,41,1245,3,2626,"November 8, 2016",2016,4117,63.784308962837024
Long County,HILLARY CLINTON (DEM),637,53,666,4,1360,"November 8, 2016",2016,4117,33.03376244838475
Long County,GARY JOHNSON (LIB),74,2,54,1,131,"November 8, 2016",2016,4117,3.1819285887782365
Lowndes County,DONALD J. TRUMP (REP),6629,794,14006,206,21635,"November 8, 2016",2016,37628,57.49707664505156
Lowndes County,HILLARY CLINTON (DEM),4423,700,9644,297,15064,"November 8, 2016",2016,37628,40.03401722121824
Lowndes County,GARY JOHNSON (LIB),379,53,479,18,929,"November 8, 2016",2016,37628,2.4689061337302007
Lumpkin County,DONALD J. TRUMP (REP),2163,395,7056,5,9619,"November 8, 2016",2016,12334,77.98767634181935
Lumpkin County,HILLARY CLINTON (DEM),502,132,1584,2,2220,"November 8, 2016",2016,12334,17.99902707961732
Lumpkin County,GARY JOHNSON (LIB),185,18,292,0,495,"November 8, 2016",2016,12334,4.013296578563321
Macon County,DONALD J. TRUMP (REP),493,68,979,0,1540,"November 8, 2016",2016,4287,35.922556566363426
Macon County,HILLARY CLINTON (DEM),1295,177,1233,0,2705,"November 8, 2016",2016,4287,63.097737345463024
Macon County,GARY JOHNSON (LIB),24,4,14,0,42,"November 8, 2016",2016,4287,0.979706088173548
Madison County,DONALD J. TRUMP (REP),4018,371,4806,6,9201,"November 8, 2016",2016,11954,76.97005186548435
Madison County,HILLARY CLINTON (DEM),1054,127,1244,0,2425,"November 8, 2016",2016,11954,20.286096704032122
Madison County,GARY JOHNSON (LIB),187,17,123,1,328,"November 8, 2016",2016,11954,2.74385143048352
Marion County,DONALD J. TRUMP (REP),1089,75,757,0,1921,"November 8, 2016",2016,3183,60.351869305686456
Marion County,HILLARY CLINTON (DEM),496,188,529,0,1213,"November 8, 2016",2016,3183,38.10870248193528
Marion County,GARY JOHNSON (LIB),22,3,24,0,49,"November 8, 2016",2016,3183,1.5394282123782597
McDuffie County,DONALD J. TRUMP (REP),1886,273,3273,0,5432,"November 8, 2016",2016,9268,58.610271903323266
McDuffie County,HILLARY CLINTON (DEM),1411,290,1998,0,3699,"November 8, 2016",2016,9268,39.91152352179543
McDuffie County,GARY JOHNSON (LIB),55,13,69,0,137,"November 8, 2016",2016,9268,1.478204574881312
McIntosh County,DONALD J. TRUMP (REP),1254,375,1853,5,3487,"November 8, 2016",2016,5903,59.07165847873962
McIntosh County,HILLARY CLINTON (DEM),956,228,1114,5,2303,"November 8, 2016",2016,5903,39.01406064712858
McIntosh County,GARY JOHNSON (LIB),57,12,44,0,113,"November 8, 2016",2016,5903,1.9142808741317974
Meriwether County,DONALD J. TRUMP (REP),2967,200,2052,3,5222,"November 8, 2016",2016,9191,56.816450875856816
Meriwether County,HILLARY CLINTON (DEM),2275,199,1327,3,3804,"November 8, 2016",2016,9191,41.38831465564139
Meriwether County,GARY JOHNSON (LIB),104,8,53,0,165,"November 8, 2016",2016,9191,1.7952344685017951
Miller County,DONALD J. TRUMP (REP),768,105,1015,3,1891,"November 8, 2016",2016,2544,74.33176100628931
Miller County,HILLARY CLINTON (DEM),359,47,216,1,623,"November 8, 2016",2016,2544,24.488993710691823
Miller County,GARY JOHNSON (LIB),19,3,8,0,30,"November 8, 2016",2016,2544,1.179245283018868
Mitchell County,DONALD J. TRUMP (REP),2038,193,2041,7,4279,"November 8, 2016",2016,7865,54.40559440559441
Mitchell County,HILLARY CLINTON (DEM),1461,378,1653,1,3493,"November 8, 2016",2016,7865,44.41195168467896
Mitchell County,GARY JOHNSON (LIB),53,7,33,0,93,"November 8, 2016",2016,7865,1.182453909726637
Monroe County,DONALD J. TRUMP (REP),4103,303,4417,9,8832,"November 8, 2016",2016,12687,69.61456609127453
Monroe County,HILLARY CLINTON (DEM),1419,249,1902,1,3571,"November 8, 2016",2016,12687,28.14692204618901
Monroe County,GARY JOHNSON (LIB),171,11,102,0,284,"November 8, 2016",2016,12687,2.2385118625364546
Montgomery County,DONALD J. TRUMP (REP),1592,83,995,0,2670,"November 8, 2016",2016,3562,74.95788882650196
Montgomery County,HILLARY CLINTON (DEM),520,43,284,0,847,"November 8, 2016",2016,3562,23.77877596855699
Montgomery County,GARY JOHNSON (LIB),27,2,16,0,45,"November 8, 2016",2016,3562,1.2633352049410442
Morgan County,DONALD J. TRUMP (REP),2449,220,3888,2,6559,"November 8, 2016",2016,9440,69.48093220338983
Morgan County,HILLARY CLINTON (DEM),958,161,1541,3,2663,"November 8, 2016",2016,9440,28.20974576271186
Morgan County,GARY JOHNSON (LIB),104,11,103,0,218,"November 8, 2016",2016,9440,2.309322033898305
Murray County,DONALD J. TRUMP (REP),5212,258,4871,0,10341,"November 8, 2016",2016,12424,83.23406310367032
Murray County,HILLARY CLINTON (DEM),938,96,766,0,1800,"November 8, 2016",2016,12424,14.488087572440438
Murray County,GARY JOHNSON (LIB),180,16,87,0,283,"November 8, 2016",2016,12424,2.2778493238892463
Muscogee County,DONALD J. TRUMP (REP),13014,1639,12299,24,26976,"November 8, 2016",2016,68658,39.29039587520755
Muscogee County,HILLARY CLINTON (DEM),16828,2174,20755,94,39851,"November 8, 2016",2016,68658,58.0427626787847
Muscogee County,GARY JOHNSON (LIB),1057,109,661,4,1831,"November 8, 2016",2016,68658,2.6668414460077483
Newton County,DONALD J. TRUMP (REP),10445,981,9485,2,20913,"November 8, 2016",2016,43803,47.74330525306486
Newton County,HILLARY CLINTON (DEM),8927,980,12035,1,21943,"November 8, 2016",2016,43803,50.094742369244116
Newton County,GARY JOHNSON (LIB),590,45,311,1,947,"November 8, 2016",2016,43803,2.1619523776910254
Oconee County,DONALD J. TRUMP (REP),5105,535,7780,5,13425,"November 8, 2016",2016,19931,67.35738297125081
Oconee County,HILLARY CLINTON (DEM),1904,326,3349,2,5581,"November 8, 2016",2016,19931,28.00160553910993
Oconee County,GARY JOHNSON (LIB),480,32,412,1,925,"November 8, 2016",2016,19931,4.641011489639255
Oglethorpe County,DONALD J. TRUMP (REP),1521,280,2823,1,4625,"November 8, 2016",2016,6655,69.49661908339594
Oglethorpe County,HILLARY CLINTON (DEM),707,81,1042,1,1831,"November 8, 2016",2016,6655,27.513148009015776
Oglethorpe County,GARY JOHNSON (LIB),103,11,85,0,199,"November 8, 2016",2016,6655,2.9902329075882794
Paulding County,DONALD J. TRUMP (REP),12163,2136,30350,13,44662,"November 8, 2016",2016,64641,69.0923717145465
Paulding County,HILLARY CLINTON (DEM),5688,889,11437,11,18025,"November 8, 2016",2016,64641,27.884779010225706
Paulding County,GARY JOHNSON (LIB),890,88,974,2,1954,"November 8, 2016",2016,64641,3.0228492752277965
Peach County,DONALD J. TRUMP (REP),1481,169,3755,8,5413,"November 8, 2016",2016,10724,50.47556881760538
Peach County,HILLARY CLINTON (DEM),1669,186,3228,17,5100,"November 8, 2016",2016,10724,47.55688176053711
Peach County,GARY JOHNSON (LIB),98,8,105,0,211,"November 8, 2016",2016,10724,1.967549421857516
Pickens County,DONALD J. TRUMP (REP),4425,203,7022,1,11651,"November 8, 2016",2016,13984,83.316647597254
Pickens County,HILLARY CLINTON (DEM),670,70,1237,2,1979,"November 8, 2016",2016,13984,14.151887871853546
Pickens County,GARY JOHNSON (LIB),185,10,159,0,354,"November 8, 2016",2016,13984,2.5314645308924484
Pierce County,DONALD J. TRUMP (REP),1732,277,4292,1,6302,"November 8, 2016",2016,7298,86.35242532200603
Pierce County,HILLARY CLINTON (DEM),270,65,568,0,903,"November 8, 2016",2016,7298,12.373252946012606
Pierce County,GARY JOHNSON (LIB),37,8,48,0,93,"November 8, 2016",2016,7298,1.2743217319813647
Pike County,DONALD J. TRUMP (REP),2649,280,4344,5,7278,"November 8, 2016",2016,8681,83.83826748070499
Pike County,HILLARY CLINTON (DEM),471,77,691,1,1240,"November 8, 2016",2016,8681,14.284068655684829
Pike County,GARY JOHNSON (LIB),84,10,69,0,163,"November 8, 2016",2016,8681,1.8776638636101832
Polk County,DONALD J. TRUMP (REP),3373,345,7291,5,11014,"November 8, 2016",2016,14170,77.72759350741002
Polk County,HILLARY CLINTON (DEM),964,113,1788,2,2867,"November 8, 2016",2016,14170,20.23288637967537
Polk County,GARY JOHNSON (LIB),137,18,134,0,289,"November 8, 2016",2016,14170,2.0395201129146083
Pulaski County,DONALD J. TRUMP (REP),535,106,1795,1,2437,"November 8, 2016",2016,3599,67.71325368157821
Pulaski County,HILLARY CLINTON (DEM),342,96,666,0,1104,"November 8, 2016",2016,3599,30.675187552097803
Pulaski County,GARY JOHNSON (LIB),15,3,40,0,58,"November 8, 2016",2016,3599,1.611558766323979
Putnam County,DONALD J. TRUMP (REP),2306,358,3876,4,6544,"November 8, 2016",2016,9472,69.08783783783784
Putnam County,HILLARY CLINTON (DEM),1077,244,1435,2,2758,"November 8, 2016",2016,9472,29.117398648648653
Putnam County,GARY JOHNSON (LIB),91,10,69,0,170,"November 8, 2016",2016,9472,1.7947635135135136
Quitman County,DONALD J. TRUMP (REP),235,36,304,0,575,"November 8, 2016",2016,1044,55.07662835249042
Quitman County,HILLARY CLINTON (DEM),246,18,197,0,461,"November 8, 2016",2016,1044,44.157088122605366
Quitman County,GARY JOHNSON (LIB),3,0,5,0,8,"November 8, 2016",2016,1044,0.7662835249042145
Rabun County,DONALD J. TRUMP (REP),1097,657,4533,0,6287,"November 8, 2016",2016,7950,79.08176100628931
Rabun County,HILLARY CLINTON (DEM),221,216,1007,0,1444,"November 8, 2016",2016,7950,18.163522012578618
Rabun County,GARY JOHNSON (LIB),64,23,132,0,219,"November 8, 2016",2016,7950,2.7547169811320753
Randolph County,DONALD J. TRUMP (REP),655,34,581,1,1271,"November 8, 2016",2016,2897,43.872972040041425
Randolph County,HILLARY CLINTON (DEM),760,152,685,1,1598,"November 8, 2016",2016,2897,55.16051087331723
Randolph County,GARY JOHNSON (LIB),17,3,8,0,28,"November 8, 2016",2016,2897,0.9665170866413532
Richmond County,DONALD J. TRUMP (REP),12183,1556,10707,15,24461,"November 8, 2016",2016,75086,32.5773113496524
Richmond County,HILLARY CLINTON (DEM),21676,2804,24246,88,48814,"November 8, 2016",2016,75086,65.01078763018405
Richmond County,GARY JOHNSON (LIB),1099,105,603,4,1811,"November 8, 2016",2016,75086,2.411901020163546
Rockdale County,DONALD J. TRUMP (REP),3724,615,9132,7,13478,"November 8, 2016",2016,37656,35.79243679626089
Rockdale County,HILLARY CLINTON (DEM),6190,780,16260,25,23255,"November 8, 2016",2016,37656,61.756426598682815
Rockdale County,GARY JOHNSON (LIB),396,41,485,1,923,"November 8, 2016",2016,37656,2.4511366050562993
Schley County,DONALD J. TRUMP (REP),422,49,1001,0,1472,"November 8, 2016",2016,1909,77.10843373493977
Schley County,HILLARY CLINTON (DEM),146,35,220,0,401,"November 8, 2016",2016,1909,21.00576217915139
Schley County,GARY JOHNSON (LIB),20,3,13,0,36,"November 8, 2016",2016,1909,1.885804085908853
Screven County,DONALD J. TRUMP (REP),1473,88,1744,0,3305,"November 8, 2016",2016,5699,57.99263028601509
Screven County,HILLARY CLINTON (DEM),1245,87,968,0,2300,"November 8, 2016",2016,5699,40.35795753640989
Screven County,GARY JOHNSON (LIB),41,7,46,0,94,"November 8, 2016",2016,5699,1.6494121775750132
Seminole County,DONALD J. TRUMP (REP),1267,114,962,2,2345,"November 8, 2016",2016,3582,65.46621998883305
Seminole County,HILLARY CLINTON (DEM),682,54,450,3,1189,"November 8, 2016",2016,3582,33.193746510329426
Seminole County,GARY JOHNSON (LIB),35,3,10,0,48,"November 8, 2016",2016,3582,1.340033500837521
Spalding County,DONALD J. TRUMP (REP),5461,614,9562,9,15646,"November 8, 2016",2016,25600,61.1171875
Spalding County,HILLARY CLINTON (DEM),3756,417,5176,8,9357,"November 8, 2016",2016,25600,36.55078125
Spalding County,GARY JOHNSON (LIB),301,27,269,0,597,"November 8, 2016",2016,25600,2.33203125
Stephens County,DONALD J. TRUMP (REP),1470,465,5748,3,7686,"November 8, 2016",2016,9766,78.70161785787427
Stephens County,HILLARY CLINTON (DEM),447,151,1239,0,1837,"November 8, 2016",2016,9766,18.810157689944706
Stephens County,GARY JOHNSON (LIB),86,14,143,0,243,"November 8, 2016",2016,9766,2.4882244521810364
Stewart County,DONALD J. TRUMP (REP),343,127,332,3,805,"November 8, 2016",2016,2055,39.17274939172749
Stewart County,HILLARY CLINTON (DEM),587,221,412,2,1222,"November 8, 2016",2016,2055,59.4647201946472
Stewart County,GARY JOHNSON (LIB),9,7,12,0,28,"November 8, 2016",2016,2055,1.3625304136253042
Sumter County,DONALD J. TRUMP (REP),2348,265,2662,1,5276,"November 8, 2016",2016,10974,48.07727355567705
Sumter County,HILLARY CLINTON (DEM),2127,450,2943,0,5520,"November 8, 2016",2016,10974,50.30071077091307
Sumter County,GARY JOHNSON (LIB),96,10,72,0,178,"November 8, 2016",2016,10974,1.6220156734098778
Talbot County,DONALD J. TRUMP (REP),746,100,350,0,1196,"November 8, 2016",2016,3244,36.86806411837238
Talbot County,HILLARY CLINTON (DEM),1089,448,465,0,2002,"November 8, 2016",2016,3244,61.713933415536374
Talbot County,GARY JOHNSON (LIB),25,11,10,0,46,"November 8, 2016",2016,3244,1.4180024660912454
Taliaferro County,DONALD J. TRUMP (REP),166,18,165,0,349,"November 8, 2016",2016,897,38.90746934225195
Taliaferro County,HILLARY CLINTON (DEM),220,89,235,1,545,"November 8, 2016",2016,897,60.758082497212925
Taliaferro County,GARY JOHNSON (LIB),0,0,3,0,3,"November 8, 2016",2016,897,0.33444816053511706
Tattnall County,DONALD J. TRUMP (REP),1946,423,2724,3,5096,"November 8, 2016",2016,6886,74.00522799883822
Tattnall County,HILLARY CLINTON (DEM),678,126,874,3,1681,"November 8, 2016",2016,6886,24.41185013069997
Tattnall County,GARY JOHNSON (LIB),46,16,47,0,109,"November 8, 2016",2016,6886,1.5829218704618064
Taylor County,DONALD J. TRUMP (REP),677,119,1268,0,2064,"November 8, 2016",2016,3405,60.61674008810572
Taylor County,HILLARY CLINTON (DEM),655,176,465,0,1296,"November 8, 2016",2016,3405,38.06167400881058
Taylor County,GARY JOHNSON (LIB),18,4,23,0,45,"November 8, 2016",2016,3405,1.3215859030837005
Telfair County,DONALD J. TRUMP (REP),1303,109,1037,1,2450,"November 8, 2016",2016,3795,64.55862977602108
Telfair County,HILLARY CLINTON (DEM),657,225,431,0,1313,"November 8, 2016",2016,3795,34.59815546772069
Telfair County,GARY JOHNSON (LIB),20,3,9,0,32,"November 8, 2016",2016,3795,0.8432147562582345
Terrell County,DONALD J. TRUMP (REP),870,96,906,2,1874,"November 8, 2016",2016,4181,44.82181296340588
Terrell County,HILLARY CLINTON (DEM),1093,164,1010,0,2267,"November 8, 2016",2016,4181,54.221478115283425
Terrell County,GARY JOHNSON (LIB),28,2,10,0,40,"November 8, 2016",2016,4181,0.9567089213106912
Thomas County,DONALD J. TRUMP (REP),4302,428,6495,3,11228,"November 8, 2016",2016,18738,59.92101611698154
Thomas County,HILLARY CLINTON (DEM),2823,406,3912,1,7142,"November 8, 2016",2016,18738,38.115060305262034
Thomas County,GARY JOHNSON (LIB),167,23,177,1,368,"November 8, 2016",2016,18738,1.963923577756431
Tift County,DONALD J. TRUMP (REP),3634,344,5597,9,9584,"November 8, 2016",2016,14175,67.61199294532628
Tift County,HILLARY CLINTON (DEM),1735,198,2408,6,4347,"November 8, 2016",2016,14175,30.666666666666664
Tift County,GARY JOHNSON (LIB),131,11,102,0,244,"November 8, 2016",2016,14175,1.7213403880070546
Toombs County,DONALD J. TRUMP (REP),2540,342,3731,2,6615,"November 8, 2016",2016,9111,72.60454395785314
Toombs County,HILLARY CLINTON (DEM),1071,256,1011,0,2338,"November 8, 2016",2016,9111,25.661288552299418
Toombs County,GARY JOHNSON (LIB),87,17,54,0,158,"November 8, 2016",2016,9111,1.7341674898474373
Towns County,DONALD J. TRUMP (REP),1448,309,3620,6,5383,"November 8, 2016",2016,6739,79.87832022555276
Towns County,HILLARY CLINTON (DEM),307,91,808,4,1210,"November 8, 2016",2016,6739,17.95518622941089
Towns County,GARY JOHNSON (LIB),58,10,76,2,146,"November 8, 2016",2016,6739,2.1664935450363556
Treutlen County,DONALD J. TRUMP (REP),611,107,1090,1,1809,"November 8, 2016",2016,2703,66.92563817980022
Treutlen County,HILLARY CLINTON (DEM),296,59,505,2,862,"November 8, 2016",2016,2703,31.89049204587495
Treutlen County,GARY JOHNSON (LIB),16,2,14,0,32,"November 8, 2016",2016,2703,1.1838697743248243
Troup County,DONALD J. TRUMP (REP),6782,692,8169,107,15750,"November 8, 2016",2016,26024,60.52105748539809
Troup County,HILLARY CLINTON (DEM),4768,534,4295,116,9713,"November 8, 2016",2016,26024,37.32324008607439
Troup County,GARY JOHNSON (LIB),305,33,215,8,561,"November 8, 2016",2016,26024,2.1557024285275133
Turner County,DONALD J. TRUMP (REP),609,55,1430,1,2095,"November 8, 2016",2016,3394,61.72657631113731
Turner County,HILLARY CLINTON (DEM),569,30,644,3,1246,"November 8, 2016",2016,3394,36.71184443134944
Turner County,GARY JOHNSON (LIB),17,2,34,0,53,"November 8, 2016",2016,3394,1.5615792575132588
Twiggs County,DONALD J. TRUMP (REP),1154,87,793,1,2035,"November 8, 2016",2016,4056,50.172583826429985
Twiggs County,HILLARY CLINTON (DEM),960,240,771,0,1971,"November 8, 2016",2016,4056,48.59467455621302
Twiggs County,GARY JOHNSON (LIB),32,4,14,0,50,"November 8, 2016",2016,4056,1.232741617357002
Union County,DONALD J. TRUMP (REP),3341,449,6059,3,9852,"November 8, 2016",2016,12044,81.80006642311525
Union County,HILLARY CLINTON (DEM),537,172,1253,1,1963,"November 8, 2016",2016,12044,16.298571903022253
Union County,GARY JOHNSON (LIB),98,14,116,1,229,"November 8, 2016",2016,12044,1.901361673862504
Upson County,DONALD J. TRUMP (REP),1719,308,5261,4,7292,"November 8, 2016",2016,10934,66.69105542344978
Upson County,HILLARY CLINTON (DEM),1246,147,2079,3,3475,"November 8, 2016",2016,10934,31.781598683007132
Upson County,GARY JOHNSON (LIB),71,10,86,0,167,"November 8, 2016",2016,10934,1.5273458935430766
Walker County,DONALD J. TRUMP (REP),7302,681,10960,7,18950,"November 8, 2016",2016,23956,79.10335615294707
Walker County,HILLARY CLINTON (DEM),1651,274,2288,2,4215,"November 8, 2016",2016,23956,17.594757054600098
Walker County,GARY JOHNSON (LIB),409,36,343,3,791,"November 8, 2016",2016,23956,3.30188679245283
Walton County,DONALD J. TRUMP (REP),15918,1228,13955,24,31125,"November 8, 2016",2016,40472,76.90502075508994
Walton County,HILLARY CLINTON (DEM),4122,447,3712,11,8292,"November 8, 2016",2016,40472,20.488238782368057
Walton County,GARY JOHNSON (LIB),644,62,347,2,1055,"November 8, 2016",2016,40472,2.6067404625420045
Ware County,DONALD J. TRUMP (REP),3671,358,4479,5,8513,"November 8, 2016",2016,12159,70.01398141294514
Ware County,HILLARY CLINTON (DEM),1047,219,2170,4,3440,"November 8, 2016",2016,12159,28.2918003125257
Ware County,GARY JOHNSON (LIB),110,13,83,0,206,"November 8, 2016",2016,12159,1.6942182745291554
Warren County,DONALD J. TRUMP (REP),303,75,613,0,991,"November 8, 2016",2016,2333,42.477496785255035
Warren County,HILLARY CLINTON (DEM),654,62,597,1,1314,"November 8, 2016",2016,2333,56.322331761680246
Warren County,GARY JOHNSON (LIB),10,2,16,0,28,"November 8, 2016",2016,2333,1.2001714530647234
Washington County,DONALD J. TRUMP (REP),1779,256,2103,11,4149,"November 8, 2016",2016,8447,49.118030069847286
Washington County,HILLARY CLINTON (DEM),1824,444,1919,13,4200,"November 8, 2016",2016,8447,49.72179472001894
Washington County,GARY JOHNSON (LIB),43,12,42,1,98,"November 8, 2016",2016,8447,1.1601752101337752
Wayne County,DONALD J. TRUMP (REP),3408,310,4429,6,8153,"November 8, 2016",2016,10386,78.4999037165415
Wayne County,HILLARY CLINTON (DEM),809,85,1145,2,2041,"November 8, 2016",2016,10386,19.651453880223375
Wayne County,GARY JOHNSON (LIB),107,8,75,2,192,"November 8, 2016",2016,10386,1.848642403235124
Webster County,DONALD J. TRUMP (REP),241,66,323,0,630,"November 8, 2016",2016,1116,56.451612903225815
Webster County,HILLARY CLINTON (DEM),241,61,169,2,473,"November 8, 2016",2016,1116,42.38351254480286
Webster County,GARY JOHNSON (LIB),6,0,7,0,13,"November 8, 2016",2016,1116,1.1648745519713262
Wheeler County,DONALD J. TRUMP (REP),669,94,655,3,1421,"November 8, 2016",2016,2102,67.60228353948621
Wheeler County,HILLARY CLINTON (DEM),295,68,283,0,646,"November 8, 2016",2016,2102,30.73263558515699
Wheeler County,GARY JOHNSON (LIB),12,3,19,1,35,"November 8, 2016",2016,2102,1.6650808753568032
White County,DONALD J. TRUMP (REP),4042,482,5227,10,9761,"November 8, 2016",2016,11783,82.83968429092761
White County,HILLARY CLINTON (DEM),588,120,964,2,1674,"November 8, 2016",2016,11783,14.20690825765934
White County,GARY JOHNSON (LIB),191,14,143,0,348,"November 8, 2016",2016,11783,2.9534074514130526
Whitfield County,DONALD J. TRUMP (REP),11057,751,9708,21,21537,"November 8, 2016",2016,30398,70.85005592473189
Whitfield County,HILLARY CLINTON (DEM),4220,385,3321,11,7937,"November 8, 2016",2016,30398,26.110270412527143
Whitfield County,GARY JOHNSON (LIB),602,40,281,1,924,"November 8, 2016",2016,30398,3.0396736627409697
Wilcox County,DONALD J. TRUMP (REP),993,164,939,0,2096,"November 8, 2016",2016,2973,70.5011772620249
Wilcox County,HILLARY CLINTON (DEM),573,46,233,0,852,"November 8, 2016",2016,2973,28.65792129162462
Wilcox County,GARY JOHNSON (LIB),15,3,7,0,25,"November 8, 2016",2016,2973,0.8409014463504878
Wilkes County,DONALD J. TRUMP (REP),1161,88,1320,3,2572,"November 8, 2016",2016,4477,57.449184721912
Wilkes County,HILLARY CLINTON (DEM),961,95,788,4,1848,"November 8, 2016",2016,4477,41.27764127764127
Wilkes County,GARY JOHNSON (LIB),34,1,22,0,57,"November 8, 2016",2016,4477,1.2731740004467278
Wilkinson County,DONALD J. TRUMP (REP),1490,81,761,1,2333,"November 8, 2016",2016,4278,54.53482935951379
Wilkinson County,HILLARY CLINTON (DEM),1005,124,763,2,1894,"November 8, 2016",2016,4278,44.273024777933614
Wilkinson County,GARY JOHNSON (LIB),35,3,13,0,51,"November 8, 2016",2016,4278,1.1921458625525947
Worth County,DONALD J. TRUMP (REP),3401,166,2578,7,6152,"November 8, 2016",2016,8280,74.29951690821255
Worth County,HILLARY CLINTON (DEM),1001,99,916,4,2020,"November 8, 2016",2016,8280,24.396135265700483
Worth County,GARY JOHNSON (LIB),54,11,42,1,108,"November 8, 2016",2016,8280,1.3043478260869565
Appling County,Donald J. Trump (I) (Rep),1753,890,3874,9,6526,"November 3, 2020",2020,8341,78.24001918235224
Appling County,Joseph R. Biden (Dem),334,587,855,3,1779,"November 3, 2020",2020,8341,21.32837789233905
Appling County,Jo Jorgensen (Lib),5,5,26,0,36,"November 3, 2020",2020,8341,0.43160292530871597
Atkinson County,Donald J. Trump (I) (Rep),716,164,1419,1,2300,"November 3, 2020",2020,3155,72.90015847860539
Atkinson County,Joseph R. Biden (Dem),250,130,445,0,825,"November 3, 2020",2020,3155,26.148969889064976
Atkinson County,Jo Jorgensen (Lib),14,3,13,0,30,"November 3, 2020",2020,3155,0.9508716323296356
Bacon County,Donald J. Trump (I) (Rep),431,487,3099,1,4018,"November 3, 2020",2020,4668,86.07540702656384
Bacon County,Joseph R. Biden (Dem),140,196,288,1,625,"November 3, 2020",2020,4668,13.389031705227078
Bacon County,Jo Jorgensen (Lib),8,4,13,0,25,"November 3, 2020",2020,4668,0.5355612682090831
Baker County,Donald J. Trump (I) (Rep),291,138,466,2,897,"November 3, 2020",2020,1555,57.68488745980708
Baker County,Joseph R. Biden (Dem),149,234,269,0,652,"November 3, 2020",2020,1555,41.92926045016077
Baker County,Jo Jorgensen (Lib),2,2,2,0,6,"November 3, 2020",2020,1555,0.3858520900321543
Baldwin County,Donald J. Trump (I) (Rep),1873,1290,5736,4,8903,"November 3, 2020",2020,18251,48.78088871842638
Baldwin County,Joseph R. Biden (Dem),1527,3000,4612,1,9140,"November 3, 2020",2020,18251,50.0794477014958
Baldwin County,Jo Jorgensen (Lib),63,38,107,0,208,"November 3, 2020",2020,18251,1.1396635800778039
Banks County,Donald J. Trump (I) (Rep),1644,1025,5116,10,7795,"November 3, 2020",2020,8801,88.5694807408249
Banks County,Joseph R. Biden (Dem),150,344,435,3,932,"November 3, 2020",2020,8801,10.58970571525963
Banks County,Jo Jorgensen (Lib),20,9,45,0,74,"November 3, 2020",2020,8801,0.8408135439154643
Barrow County,Donald J. Trump (I) (Rep),5885,4134,16782,3,26804,"November 3, 2020",2020,37921,70.68378998444133
Barrow County,Joseph R. Biden (Dem),1717,3583,5150,3,10453,"November 3, 2020",2020,37921,27.565201339627123
