county_name,candidate_name,election_day,absentee_mail,early_in_person,provisional,total
Newton County,Donald J. Trump (Rep),"16,460","7,465",963,5,"24,893"
Newton County,Kamala D. Harris (Dem),"23,661","7,699","2,466",13,"33,839"
Newton County,Chase Oliver (Lib),104,76,10,0,190
Newton County,Jill Stein (Grn),64,59,6,0,129
Oconee County,Donald J. Trump (Rep),"14,453","3,271",700,0,"18,424"
Oconee County,Kamala D. Harris (Dem),"6,435","1,319",864,2,"8,620"
Oconee County,Chase Oliver (Lib),105,55,4,0,164
Oconee County,Jill Stein (Grn),49,26,4,0,79
Oglethorpe County,Donald J. Trump (Rep),"4,609","1,397",248,1,"6,255"
Oglethorpe County,Kamala D. Harris (Dem),"1,705",620,188,2,"2,515"
Oglethorpe County,Chase Oliver (Lib),10,15,1,0,26
Oglethorpe County,Jill Stein (Grn),16,9,1,0,26
Paulding County,Donald J. Trump (Rep),"43,815","12,847","2,091",16,"58,769"
Paulding County,Kamala D. Harris (Dem),"24,665","8,362","2,764",11,"35,802"
Paulding County,Chase Oliver (Lib),208,176,18,0,402
Paulding County,Jill Stein (Grn),115,92,15,1,223
Peach County,Donald J. Trump (Rep),"5,606","1,256",242,0,"7,104"
Peach County,Kamala D. Harris (Dem),"4,396","1,501",396,0,"6,293"
Peach County,Chase Oliver (Lib),22,17,0,0,39
Peach County,Jill Stein (Grn),11,7,0,0,18
Pickens County,Donald J. Trump (Rep),"12,346","4,334",600,1,"17,281"
Pickens County,Kamala D. Harris (Dem),"2,435",700,386,1,"3,522"
Pickens County,Chase Oliver (Lib),44,35,5,0,84
Pickens County,Jill Stein (Grn),7,19,2,0,28
Pierce County,Donald J. Trump (Rep),"6,940","1,455",260,0,"8,655"
Pierce County,Kamala D. Harris (Dem),757,221,111,0,"1,089"
Pierce County,Chase Oliver (Lib),9,6,0,0,15
Pierce County,Jill Stein (Grn),2,0,0,0,2
Pike County,Donald J. Trump (Rep),"8,249","2,322",280,13,"10,864"
Pike County,Kamala D. Harris (Dem),"1,072",392,182,2,"1,648"
Pike County,Chase Oliver (Lib),19,10,0,0,29
Pike County,Jill Stein (Grn),5,2,1,0,8
Polk County,Donald J. Trump (Rep),"11,652","3,327",370,3,"15,352"
Polk County,Kamala D. Harris (Dem),"2,580",893,275,1,"3,749"
Polk County,Chase Oliver (Lib),30,13,4,0,47
Polk County,Jill Stein (Grn),13,9,1,0,23
Pulaski County,Donald J. Trump (Rep),"2,503",447,86,0,"3,036"
Pulaski County,Kamala D. Harris (Dem),852,304,124,1,"1,281"
Pulaski County,Chase Oliver (Lib),7,7,0,0,14
Pulaski County,Jill Stein (Grn),2,2,1,0,5
Putnam County,Donald J. Trump (Rep),"7,017","1,715",398,6,"9,136"
Putnam County,Kamala D. Harris (Dem),"2,464",846,384,2,"3,696"
Putnam County,Chase Oliver (Lib),21,12,0,0,33
Putnam County,Jill Stein (Grn),7,5,0,0,12
Quitman County,Donald J. Trump (Rep),480,152,24,0,656
Quitman County,Kamala D. Harris (Dem),266,181,30,3,480
Quitman County,Chase Oliver (Lib),1,3,0,0,4
Quitman County,Jill Stein (Grn),0,0,0,0,0
Rabun County,Donald J. Trump (Rep),"6,657","1,049",445,0,"8,151"
Rabun County,Kamala D. Harris (Dem),"1,690",273,259,0,"2,222"
Rabun County,Chase Oliver (Lib),24,8,3,0,35
Rabun County,Jill Stein (Grn),9,6,0,0,15
Randolph County,Donald J. Trump (Rep),955,375,42,1,"1,373"
Randolph County,Kamala D. Harris (Dem),880,610,111,0,"1,601"
Randolph County,Chase Oliver (Lib),6,6,0,0,12
Randolph County,Jill Stein (Grn),0,4,0,0,4
Richmond County,Donald J. Trump (Rep),"15,740","9,718",997,17,"26,472"
Richmond County,Kamala D. Harris (Dem),"35,253","17,493","3,834",77,"56,657"
Richmond County,Chase Oliver (Lib),116,145,14,0,275
Richmond County,Jill Stein (Grn),70,89,15,0,174
Rockdale County,Donald J. Trump (Rep),"7,993","3,161",554,3,"11,711"
Rockdale County,Kamala D. Harris (Dem),"24,984","6,155","2,017",9,"33,165"
Rockdale County,Chase Oliver (Lib),81,65,3,0,149
Rockdale County,Jill Stein (Grn),79,47,9,0,135
Schley County,Donald J. Trump (Rep),"1,538",374,58,0,"1,970"
Schley County,Kamala D. Harris (Dem),298,101,53,1,453
Schley County,Chase Oliver (Lib),1,1,1,0,3
Schley County,Jill Stein (Grn),2,0,0,0,2
Screven County,Donald J. Trump (Rep),"3,031","1,172",118,4,"4,325"
Screven County,Kamala D. Harris (Dem),"1,687",737,151,6,"2,581"
Screven County,Chase Oliver (Lib),5,6,0,0,11
Screven County,Jill Stein (Grn),0,2,1,0,3
Seminole County,Donald J. Trump (Rep),"1,625","1,073",109,4,"2,811"
Seminole County,Kamala D. Harris (Dem),641,480,66,4,"1,191"
Seminole County,Chase Oliver (Lib),1,2,0,0,3
Seminole County,Jill Stein (Grn),2,0,0,0,2
Spalding County,Donald J. Trump (Rep),"13,967","4,432",781,4,"19,184"
Spalding County,Kamala D. Harris (Dem),"9,126","3,365","1,185",3,"13,679"
Spalding County,Chase Oliver (Lib),54,54,6,1,115
Spalding County,Jill Stein (Grn),30,27,3,0,60
Stephens County,Donald J. Trump (Rep),"8,790","1,377",464,1,"10,632"
Stephens County,Kamala D. Harris (Dem),"1,789",395,219,1,"2,404"
Stephens County,Chase Oliver (Lib),30,14,3,0,47
Stephens County,Jill Stein (Grn),8,7,1,0,16
Stewart County,Donald J. Trump (Rep),538,258,41,10,847
Stewart County,Kamala D. Harris (Dem),572,425,173,7,"1,177"
Stewart County,Chase Oliver (Lib),0,2,0,1,3
Stewart County,Jill Stein (Grn),0,1,0,0,1
Sumter County,Donald J. Trump (Rep),"4,037","1,630",200,2,"5,869"
Sumter County,Kamala D. Harris (Dem),"3,747","1,709",677,3,"6,136"
Sumter County,Chase Oliver (Lib),12,15,0,1,28
Sumter County,Jill Stein (Grn),10,4,2,0,16
Talbot County,Donald J. Trump (Rep),898,546,39,0,"1,483"
Talbot County,Kamala D. Harris (Dem),985,704,199,0,"1,888"
Talbot County,Chase Oliver (Lib),0,4,1,0,5
Talbot County,Jill Stein (Grn),2,1,0,0,3
Taliaferro County,Donald J. Trump (Rep),264,88,20,3,375
Taliaferro County,Kamala D. Harris (Dem),304,135,68,0,507
Taliaferro County,Chase Oliver (Lib),1,0,0,0,1
Taliaferro County,Jill Stein (Grn),1,0,0,0,1
Tattnall County,Donald J. Trump (Rep),"4,405","1,927",179,4,"6,515"
Tattnall County,Kamala D. Harris (Dem),"1,207",607,151,2,"1,967"
Tattnall County,Chase Oliver (Lib),11,7,1,0,19
Tattnall County,Jill Stein (Grn),7,4,0,0,11
Taylor County,Donald J. Trump (Rep),"2,082",433,73,12,"2,600"
Taylor County,Kamala D. Harris (Dem),783,394,182,7,"1,366"
Taylor County,Chase Oliver (Lib),7,2,0,0,9
Taylor County,Jill Stein (Grn),5,2,0,0,7
Telfair County,Donald J. Trump (Rep),"1,838","1,001",91,0,"2,930"
Telfair County,Kamala D. Harris (Dem),661,498,115,0,"1,274"
Telfair County,Chase Oliver (Lib),2,5,0,0,7
Telfair County,Jill Stein (Grn),2,1,0,0,3
Terrell County,Donald J. Trump (Rep),"1,310",683,82,0,"2,075"
Terrell County,Kamala D. Harris (Dem),"1,290",716,246,1,"2,253"
Terrell County,Chase Oliver (Lib),1,5,1,0,7
Terrell County,Jill Stein (Grn),2,3,1,0,6
Thomas County,Donald J. Trump (Rep),"10,489","2,746",430,5,"13,670"
Thomas County,Kamala D. Harris (Dem),"5,660","2,102",575,10,"8,347"
Thomas County,Chase Oliver (Lib),17,20,0,0,37
Thomas County,Jill Stein (Grn),14,10,2,0,26
Tift County,Donald J. Trump (Rep),"8,260","2,963",267,6,"11,496"
Tift County,Kamala D. Harris (Dem),"3,479","1,634",322,3,"5,438"
Tift County,Chase Oliver (Lib),18,17,0,0,35
Tift County,Jill Stein (Grn),9,10,1,0,20
Toombs County,Donald J. Trump (Rep),"6,025","1,927",256,0,"8,208"
Toombs County,Kamala D. Harris (Dem),"1,586",836,252,0,"2,674"
Toombs County,Chase Oliver (Lib),12,5,1,0,18
Toombs County,Jill Stein (Grn),7,4,1,0,12
Towns County,Donald J. Trump (Rep),"5,869",952,333,1,"7,155"
Towns County,Kamala D. Harris (Dem),"1,257",163,229,0,"1,649"
Towns County,Chase Oliver (Lib),19,8,0,0,27
Towns County,Jill Stein (Grn),6,0,1,0,7
Treutlen County,Donald J. Trump (Rep),"1,614",565,69,2,"2,250"
Treutlen County,Kamala D. Harris (Dem),552,252,60,0,864
Treutlen County,Chase Oliver (Lib),0,2,0,0,2
Treutlen County,Jill Stein (Grn),3,2,0,0,5
Troup County,Donald J. Trump (Rep),"13,383","5,362",636,11,"19,392"
Troup County,Kamala D. Harris (Dem),"7,191","3,680",876,10,"11,757"
Troup County,Chase Oliver (Lib),63,35,4,0,102
Troup County,Jill Stein (Grn),13,32,8,0,53
Turner County,Donald J. Trump (Rep),"1,906",498,50,3,"2,457"
Turner County,Kamala D. Harris (Dem),902,394,67,2,"1,365"
Turner County,Chase Oliver (Lib),9,1,0,0,10
Turner County,Jill Stein (Grn),1,0,0,0,1
Twiggs County,Donald J. Trump (Rep),"1,471","1,010",67,1,"2,549"
Twiggs County,Kamala D. Harris (Dem),"1,005",610,280,0,"1,895"
Twiggs County,Chase Oliver (Lib),2,4,1,0,7
Twiggs County,Jill Stein (Grn),2,3,0,0,5
Union County,Donald J. Trump (Rep),"10,846","3,073",552,6,"14,477"
Union County,Kamala D. Harris (Dem),"2,280",607,422,0,"3,309"
Union County,Chase Oliver (Lib),41,26,1,0,68
Union County,Jill Stein (Grn),12,11,3,0,26
Upson County,Donald J. Trump (Rep),"7,658","1,536",326,8,"9,528"
Upson County,Kamala D. Harris (Dem),"2,832",887,376,3,"4,098"
Upson County,Chase Oliver (Lib),15,5,5,0,25
Upson County,Jill Stein (Grn),3,6,2,0,11
Walker County,Donald J. Trump (Rep),"17,765","6,840",848,9,"25,462"
Walker County,Kamala D. Harris (Dem),"4,135","1,691",609,1,"6,436"
Walker County,Chase Oliver (Lib),63,66,3,0,132
Walker County,Jill Stein (Grn),20,35,1,0,56
Walton County,Donald J. Trump (Rep),"31,259","9,907","1,233",8,"42,407"
Walton County,Kamala D. Harris (Dem),"10,826","3,682","1,095",2,"15,605"
Walton County,Chase Oliver (Lib),148,89,12,0,249
Walton County,Jill Stein (Grn),56,56,3,0,115
Ware County,Donald J. Trump (Rep),"7,122","2,775",382,0,"10,279"
Ware County,Kamala D. Harris (Dem),"2,770",900,398,0,"4,068"
Ware County,Chase Oliver (Lib),7,17,0,0,24
Ware County,Jill Stein (Grn),13,7,1,0,21
Warren County,Donald J. Trump (Rep),977,202,52,1,"1,232"
Warren County,Kamala D. Harris (Dem),784,454,114,2,"1,354"
Warren County,Chase Oliver (Lib),2,3,0,0,5
Warren County,Jill Stein (Grn),0,1,0,0,1
Washington County,Donald J. Trump (Rep),"3,194","1,449",181,0,"4,824"
Washington County,Kamala D. Harris (Dem),"2,702","1,454",486,1,"4,643"
Washington County,Chase Oliver (Lib),7,8,2,0,17
Washington County,Jill Stein (Grn),6,2,1,0,9
Wayne County,Donald J. Trump (Rep),"7,856","2,640",311,4,"10,811"
Wayne County,Kamala D. Harris (Dem),"1,853",687,165,3,"2,708"
Wayne County,Chase Oliver (Lib),14,8,1,0,23
Wayne County,Jill Stein (Grn),9,10,0,0,19
Webster County,Donald J. Trump (Rep),559,178,51,2,790
Webster County,Kamala D. Harris (Dem),284,180,80,0,544
Webster County,Chase Oliver (Lib),0,0,1,0,1
Webster County,Jill Stein (Grn),1,0,0,0,1
Wheeler County,Donald J. Trump (Rep),"1,058",547,43,0,"1,648"
Wheeler County,Kamala D. Harris (Dem),369,205,48,0,622
Wheeler County,Chase Oliver (Lib),4,1,0,0,5
Wheeler County,Jill Stein (Grn),1,0,0,0,1
White County,Donald J. Trump (Rep),"10,378","3,299",457,2,"14,136"
White County,Kamala D. Harris (Dem),"1,809",546,252,2,"2,609"
White County,Chase Oliver (Lib),36,21,3,0,60
White County,Jill Stein (Grn),10,8,2,0,20
Whitfield County,Donald J. Trump (Rep),"16,913","10,903",829,10,"28,655"
Whitfield County,Kamala D. Harris (Dem),"6,289","3,996",663,5,"10,953"
Whitfield County,Chase Oliver (Lib),48,73,7,0,128
Whitfield County,Jill Stein (Grn),30,59,3,0,92
Wilcox County,Donald J. Trump (Rep),"1,513",915,64,1,"2,493"
Wilcox County,Kamala D. Harris (Dem),437,373,37,0,847
Wilcox County,Chase Oliver (Lib),1,4,1,0,6
Wilcox County,Jill Stein (Grn),0,0,1,0,1
Wilkes County,Donald J. Trump (Rep),"2,051",805,110,5,"2,971"
Wilkes County,Kamala D. Harris (Dem),"1,208",659,241,4,"2,112"
Wilkes County,Chase Oliver (Lib),2,6,0,0,8
Wilkes County,Jill Stein (Grn),4,0,3,0,7
Wilkinson County,Donald J. Trump (Rep),"1,384","1,425",79,0,"2,888"
Wilkinson County,Kamala D. Harris (Dem),"1,075",760,177,0,"2,012"
Wilkinson County,Chase Oliver (Lib),0,4,0,0,4
Wilkinson County,Jill Stein (Grn),1,3,0,0,4
Worth County,Donald J. Trump (Rep),"4,039","2,794",156,2,"6,991"
Worth County,Kamala D. Harris (Dem),"1,340",757,203,0,"2,300"
Worth County,Chase Oliver (Lib),6,3,0,0,9
Worth County,Jill Stein (Grn),3,5,1,0,9
